Date,Bag,Shots Left (est),Grinder Setting,Grind Adjusted,Grind Time,Initial Output (g),Total Output (g),Dose (g),Time Adj (sec),Top-Up Grind (g),Over Grind Removed (g),Bean Delta,Grind Waste (g),Beans Added (g),Dose Correction Type,Correction Amount (g),Output Delta (g),Temp,Pour Delay,Pour Time (sec),Scale Time,Yield (g),Ratio,Finished Shot,Rating,Preference Rating,Rating Difference,Average Rating and Preference Rating weighted to Preference,Rated,For Others,Reference Shot,Signature Shot,Drink Type,Shot Status,Shot Classification,Fault Status,Reference Shot Type,Expression Style,Daily Driver Count,Include in Analysis,Notes,Rating ( Valid Only ),Fault Notes,Bag Opened Date,Hopper Phase,Hopper Fullness,Hopper %,Hopper Range,Hopper Range Link,Hopper Link,Taste Zone,Zone,Zone Score,Taste Score,Agreement %,Flow Score,Model Flag,Time Gap (sec),Scale Zone,Flow Diagnostic,Pour Delay Window,Scale Time Window,Scale Offset,Drift Delta (sec),Shot Drift Status,Shot Quality Score,Shot Tier,Perfect Range Flag,Drift Warning,Hopper Zone,Hopper Drift Link,Hopper Impact Score,Hopper Correction Rule,Action Suggestion,Scale Calibration Reminder,Bag Calibration Reminder,Calculation,Baseline Unaided Output (g),Baseline Output Delta (g),Actual Dose Error (g),Hopper Threshold Flag,Hopper Behaviour,Hopper Severity,Top-Up Gap (g),Top-Up Recommendation,Grinder Initial Output for Charts (16-19g)
2026-05-03 12:05pm,2,,3.55,,7.0,17.9,17.9,17.9,,,,-17.9,,,None,,-0,94,6,29,27,32.6,1.82,checked,6.50,5.50,1.00,5.90,checked,,,,,Good,,Good,,,0,1,"Slight sour acidity appears as the shot cools and remains noticeable, though it clears for the most part. Finishable, but not especially enjoyable, with sweetness, caramel, and chocolate suppressed by the fast/under-integrated extraction. Valid shot and likely a single fast-drift data point at 3.55; wait for one more similar result before adjusting finer.",6.50,,2026-04-20,Phase 2,24.40%,-86.53%,15–30%,15–30%,MH Bag 2 April 27 2026,Outside,Outside,1,1,100.0%,51%,Match,2,Slow,Normal,7 / 8 / 10,27 / 31.9 / 35,-5,-5,Adjust — Grind finer,67.8%,Edge,,Drifting,Low,Likely Hopper Effect,4,Correct — add +0.1 to +0.2 sec or refill hopper,Grind finer,,,Outside,17.7,-0.1,-0.1,Normal,15–30% → Stable,Stable,0.1,No top-up,1.9
2026-05-04 3:10am,2,,3.50,checked,6.8,17.4,18.2,18.0,0.2,0.8,0.2,-18.2,,,Under → Top-Up,0.8,-1,94,6,33,29,32.4,1.80,checked,6.50,5.50,1.00,5.90,checked,,,,,Good,,Good,,,0,1,"Chocolate leads but is muted and lacks clarity. The shot presents as flat and blended, with little separation between flavors. Nothing stands out distinctly, resulting in a somewhat boring and unstructured cup. Slight tannin appears at the finish, but very mild. Overall, this indicates slight over-extraction/over-integration at the current grind setting. This shot helps confirm the fine side of the range is dull compared to the brighter but underdeveloped coarser side.",6.50,,2026-04-20,Phase 2,18.43%,-0.00%,15–30%,15–30%,MH Bag 2 May 4 2026,Edge,Outside,1,2,67.0%,71%,Mismatch,4,Slow,Normal,7 / 8 / 10,27 / 31.9 / 35,-3,-3,Adjust — Grind finer,67.2%,Edge,,Drifting,Low,Likely Hopper Effect,2,Correct — add +0.1 to +0.2 sec or refill hopper,Grind finer,,,Outside,17.7,-0.6,0.0,Moderate Drop,15–30% → Drop,Moderate,0.6,Consider 0.3 sec top-up,1.4
2026-05-04 5:30am,2,,,,,,,,,,,289.5,8.1,297.6,None,,,,,,,,,,,,,,,,,,,Hopper Refill,,Hopper Refill,,,0,,,,,2026-04-20,End of Bag,96.98%,-0.00%,75–100%,75–100%,MH Bag 2 May 4 2026,,Outside,1,,67.0%,,,,,,7 / 8 / 10,27 / 31.9 / 35,,,,,,,,High,,,No hopper correction,Review manually,,,Outside,18.0,,,,,,,,
2026-05-04 11:40am,2,,3.55,checked,7.0,17.7,18.4,18.0,0.2,0.7,0.4,-18.4,,,Under → Top-Up,0.7,-0,94,9,36,32,32.8,1.82,checked,9.80,9.00,0.80,9.32,checked,,checked,,,Dialed In,Balanced,Good,Heavy Body,Chocolate Leaning,0,1,"Strong caramel leads with chocolate support and a full, coating body across the tongue and upper palate. Late tannins develop toward the rear upper mouth, creating a structured, cigar-like pacing effect, but they clear cleanly from front to back. As the shot cools, acidity becomes more noticeable yet remains pleasant and clearing rather than sour, leaving a very smooth ending with only slight residual dryness after repeated sips.",9.80,,2026-04-20,End of Bag,90.79%,-0.00%,75–100%,75–100%,MH Bag 2 May 4 2026,Center,Center,3,3,100.0%,99%,Match,4,Slow,Normal,7 / 8 / 10,27 / 31.9 / 35,0,0,Stable,98.7%,Elite,Target,Stable,High,,0,No hopper correction,No change,Update Bag Scale Range,,Sweet Zone,18.0,-0.3,0.0,Normal,75–100% → Stable,Stable,0.3,Consider 0.2 sec top-up,1.7
2026-05-05 3:00am,2,,3.55,,7.0,17.9,17.9,17.9,,,,-17.9,,,None,,-0,94,8,37,33,32.5,1.82,checked,10.00,10.00,0.00,10.00,checked,,checked,,,Dialed In,,Good,Signature Shot,Caramel Leaning,0,1,"Caramel-forward shot with chocolate supporting, very well integrated and balanced. Full-bodied and rich without being overpowering. No noticeable tannin buildup, with only minimal structure at the finish. Smooth, clean, and highly drinkable with strong repeatability. Represents the ideal daily-driver profile for this bag. 17.9g clean puck at 3.55 produced your best, most drinkable shot — this is your daily driver",10.00,,2026-04-20,End of Bag,90.79%,-0.00%,75–100%,75–100%,MH Bag 2 May 4 2026,Center,Center,3,3,100.0%,89%,Match,4,Slow,Normal,7 / 8 / 10,27 / 31.9 / 35,1,1,Watch,96.7%,Elite,Target,Stable,High,,0,No hopper correction,Review manually,,,Sweet Zone,18.0,-0.1,-0.1,Normal,75–100% → Stable,Stable,0.1,No top-up,1.9
2026-05-05 12:00pm,2,,3.55,,7.0,18.3,18.3,18.0,,,0.3,-18.3,,,Over → Trim,0.3,0,94,9,38,31,32.7,1.82,checked,8.50,7.50,1.00,7.90,checked,,,,,Good,,Good,,,0,1,"Slightly stronger version of the daily-driver shot. Caramel and chocolate remain well integrated with a silky texture, but tannins build with repeated sips, creating a mild cheek pucker. Clears well between sips but becomes slightly fatiguing over time. Indicates extraction just past ideal balance.",8.50,,2026-04-20,End of Bag,78.97%,-0.00%,75–100%,50–75%,MH Bag 2 May 4 2026,Edge,Center,3,2,67.0%,91%,Mismatch,7,Slow,Normal,7 / 8 / 10,27 / 31.9 / 35,-1,-1,Stable,83.2%,Good,,Watch,High,,0,No hopper correction,No change,,,Sweet Zone,18.0,0.3,0.0,Normal,75–100% → Stable,Stable,-0.3,,2.3
2026-05-06 3:30am,2,,3.55,,7.0,18.4,18.4,18.0,,,0.4,-18.4,,,Over → Trim,0.4,0,94,9,41,34,32.3,1.79,checked,9.75,9.25,0.50,9.45,checked,,checked,,,Dialed In,Balanced,Good,Dynamic Complexity,Balanced,0,1,"Rich chocolate and caramel-centered shot with faint integrated acidity while hot. As the espresso cooled, the acidity progressively increased in presence and eventually balanced evenly alongside the chocolate and caramel notes. Acidity remained refreshing and complementary rather than sour or sharp. Finish cleared extremely cleanly between sips with no tannin buildup or palate fatigue. Highly dynamic and evolving shot with excellent integration across all temperature stages. More complex and lively than the daily-driver profile while remaining extremely pleasant and refined.",9.75,,2026-04-20,End of Bag,72.82%,-0.00%,50–75%,50–75%,MH Bag 2 May 4 2026,Center,Center,3,3,100.0%,79%,Match,7,Slow,Normal,7 / 8 / 10,27 / 31.9 / 35,2,2,Adjust — Grind coarser,92.4%,Elite,Target,Watch,Mid-High,,1,No hopper correction,Grind coarser,,,Outside,18.0,0.4,0.0,Normal,50–75% → Stable,Stable,-0.4,,2.4
2026-05-06 11:40am,2,,3.55,,7.0,18.0,18.0,18.0,,,,-18.0,,,None,,0,94,8,37,33,32.7,1.82,,8.50,3.00,5.50,5.20,checked,,,,,Good,,Good,,,0,1,"Technically strong and highly extracted espresso with pronounced upfront intensity and structured body. Acidity and tannin character became increasingly dominant through repeated sips and as the espresso cooled. Initially cleared relatively cleanly, but lingering citrus acidity, persistent pucker, slight sourness, and residual dryness accumulated over time. Edge-of-tongue acidity became increasingly noticeable during intake as the shot cooled. Mechanically coherent and structurally clean, but extraction intensity exceeded preferred balance and became unpleasant enough that the shot was not finished.",8.50,,2026-04-20,End of Bag,66.63%,-0.00%,50–75%,50–75%,MH Bag 2 May 4 2026,Edge,Center,3,2,67.0%,89%,Mismatch,4,Slow,Normal,7 / 8 / 10,27 / 31.9 / 35,1,1,Watch,82.6%,Good,,Watch,Mid-High,,0,No hopper correction,Review manually,,,Sweet Zone,18.0,0.0,0.0,,,,0.0,,2.0
2026-05-07 4:00am,2,,3.55,,7.0,18.3,18.3,18.0,,,0.3,-18.3,,,Over → Trim,0.3,0,94,8,35,30,31.7,1.76,checked,9.00,9.00,0.00,9.00,checked,,,,,Dialed In,Balanced,Good,,,0,1,"Caramel-forward espresso with chocolate support and a rich coating texture on entry. Slightly lower body and saturation than the highest-end daily-driver reference shots, but with excellent balance and significantly reduced extraction intensity compared to previous edge-leaning shots. Acidity remained light and palate-cleansing while hot, gradually increasing slightly as the espresso cooled while staying integrated and pleasant. Very slight structured pucker and lingering acidity remained after clearing, though sweetness and caramel dominance stayed intact throughout. Finish remained clean with a lightly sweet caramel residue and low tannin presence. Highly enjoyable, balanced, and repeatable shot, though slightly less emotionally engaging and memorable than the top reference daily-driver profiles.",9.00,,2026-04-20,End of Bag,60.58%,-0.00%,50–75%,50–75%,MH Bag 2 May 4 2026,Center,Center,3,3,100.0%,81%,Match,5,Slow,Normal,7 / 8 / 10,27 / 31.9 / 35,-2,-2,Watch,89.3%,Great,Target,Stable,Mid-High,,1,No hopper correction,Review manually,,,Sweet Zone,18.0,0.3,0.0,Normal,50–75% → Stable,Stable,-0.3,,2.3
2026-05-07 11:30am,2,,3.55,,7.0,18.8,18.8,18.0,,,0.8,-18.8,,,Over → Trim,0.8,1,94,9,39,34,32.5,1.81,,9.00,7.50,1.50,8.10,checked,,,,,Good,,Good,,,0,1,,9.00,,2026-04-20,End of Bag,54.44%,-0.00%,50–75%,50–75%,MH Bag 2 May 4 2026,Edge,Center,3,2,67.0%,79%,Mismatch,5,Slow,Normal,7 / 8 / 10,27 / 31.9 / 35,2,2,Adjust — Grind coarser,82.1%,Good,,Watch,Mid-High,,1,No hopper correction,Grind coarser,,,Sweet Zone,18.0,0.8,0.0,Normal,50–75% → Stable,Stable,-0.8,,2.8
2026-05-07 12:20pm,2,,3.55,,7.0,18.2,18.2,18.0,,,0.2,-18.2,,,Over → Trim,0.2,0,94,9,,30,30.8,1.71,,,,,,,checked,,,,Good,,Good,,,0,1,"Prepared for others. Brief hot and cooling evaluation showed slight upfront acidity with a clean clearing finish and no noticeable accumulation or harsh tannin development. Acidity appeared structured and integrated rather than sour or fatiguing. Overall shot appeared balanced, drinkable, and mechanically coherent despite incomplete timing data.     36–39 sec possibly for pour time",,,2026-04-20,End of Bag,48.12%,-0.00%,30–50%,30–50%,MH Bag 2 May 4 2026,Center,Outside,1,3,33.0%,81%,Mismatch,,Slow,Normal,7 / 8 / 10,27 / 31.9 / 35,-2,-2,Watch,,,,,Mid,,1,Review manually,Review manually,,,Outside,17.9,0.2,0.0,Normal,30–50% → Stable,Stable,-0.2,,2.2
2026-05-08 3:35am,2,,3.55,,7.0,18.2,18.2,18.0,,,0.2,-18.2,,,Over → Trim,0.2,0,94,7,31,27,32.0,1.78,checked,9.50,9.50,0.00,9.50,checked,,checked,,,Dialed In,,Good,Signature Shot,Refined Dynamic,0,1,"Highly refined and dynamically evolving espresso with integrated citrus acidity woven directly into a caramel and chocolate foundation. The shot entered with a pleasant caramel-chocolate blend before pronounced citrus acidity emerged across the full palate, creating a refreshing and articulate progression rather than aggressive intensity. Acidity cleansed the palate cleanly before disappearing, leaving behind a lighter sweet chocolate-caramel coating with excellent separation and clarity. As the espresso cooled, citrus became increasingly expressive while remaining elegant, integrated, and highly enjoyable without tannin buildup or palate fatigue. The evolving structure and refreshing finish strongly resembled the dynamic progression previously experienced in the Ethiopian reference shots, but with greater integration and balance. A highly refined, articulate, and emotionally engaging espresso experience.",9.50,,2026-04-20,End of Bag,42.00%,-0.00%,30–50%,30–50%,MH Bag 2 May 4 2026,Center,Center,3,3,100.0%,51%,Match,4,Slow,Normal,7 / 8 / 10,27 / 31.9 / 35,-5,-5,Adjust — Grind finer,82.8%,Good,,Drifting,Mid,Check Other Factors,3,Review manually,Grind finer,,,Outside,17.9,0.2,0.0,Normal,30–50% → Stable,Stable,-0.2,,2.2
2026-05-08 5:00pm,2,,3.55,,7.0,18.4,18.4,18.0,,,0.4,-18.4,,,Over → Trim,0.4,0,94,12,43,,32.4,1.80,checked,8.75,7.00,1.75,7.70,checked,,,,,Good,,Good,,,0,1,"Dense, rich espresso with strong caramel saturation and creamy body supported by darker milk-chocolate-style dryness and structured tannins. Acidity remained mostly restrained early, becoming more noticeable toward the back of the palate as the shot cooled while still clearing cleanly after swallowing. Swishing revealed additional articulation and acidity hidden beneath the dense structure, though the espresso increasingly compressed as temperature dropped. Slight pucker and tannic residue accumulated gradually across the tongue and rear palate, creating a pleasurable but increasingly saturated experience. As the shot fully cooled, sweetness and articulation collapsed inward and exited together with the swallow rather than evolving independently. A rich and technically strong upper-boundary extraction that remained enjoyable but exceeded the preferred refinement and openness of the best dynamic reference shots.",8.75,,2026-04-20,End of Bag,35.89%,-0.00%,30–50%,30–50%,MH Bag 2 May 4 2026,Edge,Review,0,2,33.0%,,Mismatch,,,,7 / 8 / 10,27 / 31.9 / 35,,,,,,,,Mid,,,Review manually,Review manually,,,Outside,17.9,0.4,0.0,Normal,30–50% → Stable,Stable,-0.4,,2.4
2026-05-09 3:50am,2,,3.55,,7.0,18.6,18.6,18.0,,,0.6,-18.6,,,Over → Trim,0.6,1,94,8,37,32,32.0,1.78,checked,9.25,9.00,0.25,9.10,checked,,checked,,,Good,Balanced,Good,Daily Driver,Balanced Comfort,1,1,"Rich, creamy espresso with strong caramel sweetness supported by integrated chocolate structure and a smooth full-bodied mouthfeel. Light acidity appeared gently on entry and again near the finish before swallowing, consistently clearing the palate cleanly while leaving behind a pleasant lingering acidity as the espresso cooled. Caramel and chocolate became highly integrated, with sweetness often presenting as a unified creamy structure rather than distinct flavor separation. The shot remained satisfying and comforting throughout while still developing increasing articulation and acidity during cooling without tannin buildup or palate fatigue. Cooling behavior remained refined and balanced, combining richness, openness, and repeatable drinkability in a highly coherent and emotionally satisfying profile.",9.25,,2026-04-20,End of Bag,29.70%,-0.00%,15–30%,15–30%,MH Bag 2 May 4 2026,Center,Center,3,3,100.0%,99%,Match,5,Slow,Normal,7 / 8 / 10,27 / 31.9 / 35,0,0,Stable,96.0%,Elite,Target,Stable,Low,,0,Low hopper but stable — no change,No change,Update Bag Scale Range,,Sweet Zone,17.7,0.6,0.0,Normal,15–30% → Stable,Stable,-0.6,,2.6
2026-05-09 1:00pm,2,,3.55,,7.0,17.8,18.5,18.0,0.2,0.7,0.5,-18.5,,,Under → Top-Up,0.7,-0,94,8,39,,32.3,1.79,checked,7.50,6.00,1.50,6.60,checked,,,,,Good,,Good,,,0,1,"Rich, creamy caramel-forward espresso with strong body and satisfying sweetness while hot. Light acidity appeared gently throughout the cup and initially integrated reasonably well with the caramel-heavy structure. As the espresso cooled, tannic dryness developed along the tongue edges and lower cheek valleys while acidity became increasingly resonant through the center palate. Cooling progression gradually revealed lingering sourness and structural imbalance in the finish, creating an otherwise enjoyable shot with a less satisfying ending. The espresso remained fully drinkable and technically solid, but late-stage cooling evolution exposed uneven palate coherence and reduced refinement compared to the strongest reference shots.",7.50,,2026-04-20,End of Bag,23.45%,-0.00%,15–30%,15–30%,MH Bag 2 May 4 2026,Edge,Review,0,2,33.0%,,Mismatch,,,,7 / 8 / 10,27 / 31.9 / 35,,,,,,,,Low,,,Review manually,Review manually,,,Sweet Zone,17.7,-0.2,0.0,Normal,15–30% → Stable,Stable,0.2,No top-up,1.8
2026-05-10 5:45am,2,,3.55,,7.0,18.3,18.3,18.0,,,0.3,-18.3,,,Over → Trim,0.3,0,94,10,41,34,31.7,1.76,checked,10.00,9.90,0.10,9.94,checked,,checked,,,Dialed In,,Good,Signature Shot,Balanced Comfort,0,1,"Creamy, cacao-forward shot with developing nut character as the espresso cooled. Medium-high body with a smooth, rich texture and a clean finish. Acidity increased progressively through cooling but remained positive and integrated, freshening the palate and preventing dryness. Lingering light acidity balanced the darker cacao structure well and made the shot feel lively rather than heavy. Very enjoyable and highly drinkable; strong candidate for a daily-driver reference profile.",10.00,,2026-04-20,End of Bag,17.24%,-0.00%,15–30%,15–30%,MH Bag 2 May 4 2026,Center,Center,3,3,100.0%,79%,Match,7,Slow,Normal,7 / 8 / 10,27 / 31.9 / 35,2,2,Adjust — Grind coarser,93.7%,Elite,Target,Watch,Low,,2,"Watch — if grinder output drops, add +0.1 sec",Grind coarser,,,Outside,17.7,0.3,0.0,Normal,15–30% → Stable,Stable,-0.3,,2.3
2026-05-10 5:52am,2,,3.55,,,,,,,,,-2.4,2.4,,None,,,,,,,,,,,,,,,,,,,Fault,,Fault,,,0,,Hit the grind button when in single shot mode and ground .2 seconds. I tossed the grinds and realized I needed an amount. I ground twice more for .2 seconds each time and got .8 grams each time so I made an assumption that .8 grams was a safe bet on the first time. Total of 2.4 grams wasted for .6 seconds time,,,2026-04-20,End of Bag,11.09%,-0.00%,0–15%,0–15%,MH Bag 2 May 4 2026,,Outside,1,,67.0%,,,,,,7 / 8 / 10,27 / 31.9 / 35,,,,,,,,Very Low,,,Review manually,Review manually,,,Outside,17.9,,,,,,,,
2026-05-10 9:55am,2,,3.55,,7.0,17.9,18.7,18.0,0.2,0.8,0.7,-18.7,,,Under → Top-Up,0.8,-0,94,7,36,31,32.0,1.78,checked,9.25,8.75,0.50,8.95,checked,,checked,,,Dialed In,,Good,Boundary Shot,Dynamic Articulation,0,1,"Lighter-bodied but highly expressive espresso with pronounced acidity present immediately upon entry and continuing dynamically throughout the sip while consistently clearing the palate cleanly after swallowing. Acidity intensity increased significantly as the espresso cooled, creating a new level of articulated brightness and palate interaction not previously experienced within this project. Despite the unusually strong acidity presence, the shot remained coherent, playful, and structurally integrated rather than collapsing into unpleasant sourness. Light tannic dryness and mild puckering developed around the tongue and mouth edges but remained controlled and largely reset by the cleansing finish. The espresso evolved into a highly dynamic and intellectually engaging shot that appeared to define the upper enjoyable boundary of acidity-forward expression while still maintaining sweetness integration and drinkability.",9.25,,2026-04-20,End of Bag,10.28%,-0.00%,0–15%,0–15%,MH Bag 2 May 4 2026,Edge,Center,3,2,67.0%,91%,Mismatch,5,Slow,Normal,7 / 8 / 10,27 / 31.9 / 35,-1,-1,Stable,87.0%,Great,Target,Stable,Very Low,,1,Low hopper but stable — no change,No change,Update Bag Scale Range,,Sweet Zone,17.9,-0.1,0.0,Normal,0–15% → Stable,Stable,0.1,No top-up,1.9
2026-05-10 1:30pm,2,,3.55,,,,,,,,,-11.9,11.9,,None,,,,,,,,,,,,,,,,,,,Maintenance - Grinder,,"Maintenance - Grinder,Reconciliation to Zero Out Hopper",,,0,,End-of-bag grinder cleanout and hopper reconciliation. Multiple 5-second purge grinds used to clear retained coffee and transition to next bag. Remaining unmeasured vacuum retention acknowledged as reconciliation variance.,,,2026-04-20,Grinder Cleanout,4.00%,-0.00%,0–15%,0–15%,MH Bag 2 May 4 2026,,Outside,1,,67.0%,,,,,,7 / 8 / 10,27 / 31.9 / 35,,,,,,,,Very Low,,,Review manually,Review manually,,,Outside,17.9,,,,,,,,
2026-05-10 1:45pm,3,,,,,,,,,,,300.0,,300.0,None,,,,,,,,,,,,,,,,,,,Hopper Refill,,New Bag of Beans,,,0,,"New Guatemala medium roast bag loaded. Hopper filled closed, chute opened afterward. Grinder physically bounced/shaken gently to settle bean column and feed path before first timed grinds.",,,2026-05-10,Phase 1,100.00%,14.60%,75–100%,75–100%,"""MH Bag 3 May 10, 2026
""",,Outside,1,,67.0%,,,,,,6 / 7.8 / 10,22 / 25.9 / 30,,,,,,,,High,,,No hopper correction,Review manually,,,Outside,18.0,,,,,,,,
2026-05-10 2:00pm,3,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,Maintenance - Machine,,Maintenance - Espresso Machine,,,0,,Blind basket hot-water backflush: 3 × 15-second flushes. Followed by ~10 second hot water flush through group and portafilter. No Cafiza used,,,2026-05-10,Phase 1,100.00%,14.60%,75–100%,75–100%,"""MH Bag 3 May 10, 2026
""",,Outside,1,,67.0%,,,,,,6 / 7.8 / 10,22 / 25.9 / 30,,,,,,,,High,,,No hopper correction,Review manually,,,Outside,18.0,,,,,,,,
2026-05-10 2:30pm,3,,,,,,,,,,,-88.8,88.8,,None,,,,,,,,,,,,,,,,,,,Experimental,,Transition / Dial-In,,,0,,Initial Guatemala bag stabilization and grinder transition testing after full grinder cleanout. Early timed-output measurements depressed due to unsettled bean feed path and empty burr chamber. Multiple grind-setting adjustments performed while stabilizing espresso resistance behavior. Coffee exhibited dramatically faster extraction behavior than prior Brazil bag despite lower timed grind output.,,"7 sec timed grind outputs:
14.9g
16.0g
16.2g

3.75 setting:
16.2g initial
+0.7 sec correction
18g dose
5 sec first drip
12 sec scale time
34.3g yield

3.50 setting:
15.8g initial
+0.8 sec correction
18g dose
5 sec first drip
14 sec scale time
35.7g yield

3 × 0.3 sec purge adjustments during grind-setting transition.

7 sec timed grind:
15.3g

1 sec grind:
3.1g discarded due to correction oversight.

Final transition setting adjusted to 2.50 for next stabilization shot.",2026-05-10,Phase 1,100.00%,14.60%,75–100%,75–100%,"""MH Bag 3 May 10, 2026
""",,Outside,1,,67.0%,,,,,,6 / 7.8 / 10,22 / 25.9 / 30,,,,,,,,High,,,No hopper correction,Review manually,,,Outside,18.0,,,,,,,,
2026-05-10 3:00pm,3,,2.66,checked,7.8,16.4,18.4,18.0,0.5,2.0,0.4,-18.4,,,Under → Top-Up,2.0,-2,94,5,21,20,33.0,1.83,,,,,,,,,,,Experimental,,Good,,,0,,"First Guatemala shot to enter meaningful espresso resistance territory after grinder stabilization and major grind-setting transition from prior Brazil bag. Extraction remained fast but substantially more controlled than earlier transition gush shots, with improved structural coherence and developing espresso resistance. Coffee appeared naturally faster-flowing, brighter, and more articulated than the Brazil reference bag, suggesting substantially different puck behavior and extraction dynamics. Represents the first analytically meaningful baseline shot for the Guatemala bag.",,Have adjusted grind to 2.5 for next shot,2026-05-10,Phase 1,70.40%,14.60%,50–75%,50–75%,"""MH Bag 3 May 10, 2026
""",,Outside,1,,67.0%,41%,,1,Slow,Fast,6 / 7.8 / 10,22 / 25.9 / 30,-6,-6,Adjust — Grind finer,,,,,Mid-High,,2,No hopper correction,Grind finer,,,Outside,18.0,-1.6,0.0,Severe Drop,50–75% → Drop,Severe,1.6,Consider 0.3 sec top-up,0.4
2026-05-11 3:30am,3,,2.50,checked,8.0,17.7,18.4,18.0,0.2,0.7,0.4,-18.4,,,Under → Top-Up,0.7,-0,94,7,28,24,33.0,1.83,checked,8.00,7.00,1.00,7.40,checked,,checked,,,Dialed In,Tea-Like,Good,Bright Expression,Tea-Like Citrus,0,1,"Fresh citrus acidity enters prominently and remains highly expressive while consistently clearing the palate cleanly after swallowing. Structure is notably lighter and more transparent than the previous Brazil bag, creating a tea-like mouthfeel and elegant cooling evolution. Acidity remains bright and lively without collapsing into harsh sourness or unpleasant tannic buildup. Coffee presents as refined, articulate, and clarity-focused rather than body-driven or heavily saturated. Cooling behavior increasingly resembles black tea or citrus tea structure with high palate cleanliness and refreshing finish.",8.00,,2026-05-10,Phase 1,64.27%,14.60%,50–75%,50–75%,"""MH Bag 3 May 10, 2026
""",Edge,Center,3,2,67.0%,81%,Mismatch,4,Slow,Normal,6 / 7.8 / 10,22 / 25.9 / 30,-2,-2,Watch,77.7%,Good,,Watch,Mid-High,,1,No hopper correction,Review manually,,,Outside,18.0,-0.3,0.0,Normal,50–75% → Stable,Stable,0.3,Consider 0.2 sec top-up,1.7
2026-05-11 11:00am,3,,2.50,,8.1,18.0,18.0,18.0,,,,-18.0,,,None,,0,94,7,26,23,32.9,1.83,,7.50,6.50,1.00,6.90,checked,,,,,Good,,Good,,,0,1,,7.50,,2026-05-10,Phase 1,58.13%,14.60%,50–75%,50–75%,"""MH Bag 3 May 10, 2026
""",Edge,Center,3,2,67.0%,71%,Mismatch,3,Slow,Normal,6 / 7.8 / 10,22 / 25.9 / 30,-3,-3,Adjust — Grind finer,72.2%,Edge,,Drifting,Mid-High,Check Other Factors,1,No hopper correction,Grind finer,,,Outside,18.0,0.0,0.0,,,,0.0,,2.0
2026-05-12 3:30am,3,,2.50,,8.0,17.7,18.4,18.0,0.2,0.7,0.4,-18.4,,,Under → Top-Up,0.7,-0,94,7,26,22,33.4,1.86,checked,10.00,10.00,0.00,10.00,checked,,checked,,,Dialed In,,Good,Daily Driver,Balanced Comfort,1,1,,10.00,,2026-05-10,Phase 1,52.13%,14.60%,50–75%,50–75%,"""MH Bag 3 May 10, 2026
""",Center,Center,3,3,100.0%,61%,Match,4,Slow,Normal,6 / 7.8 / 10,22 / 25.9 / 30,-4,-4,Adjust — Grind finer,88.3%,Great,Target,Drifting,Mid-High,Check Other Factors,2,No hopper correction,Grind finer,,,Outside,18.0,-0.3,0.0,Normal,50–75% → Stable,Stable,0.3,Consider 0.2 sec top-up,1.7
2026-05-13 3:20am,3,,2.50,,8.1,18.7,18.7,18.0,,,0.7,-18.7,,,Over → Trim,0.7,1,94,6,24,23,33.2,1.84,checked,7.00,6.00,1.00,6.40,checked,,,,,Good,,Good,,,0,1,"Rich chocolate-forward espresso with light caramel sweetness providing mild support underneath. Shot is structurally balanced and drinkable with no major extraction flaws, but overall presentation feels muted and emotionally flat compared to more expressive Guatemala shots earlier in the bag. Acidity and citrus articulation are subdued, resulting in limited dynamic movement or palate evolution. Finish remains relatively clean with low tannin accumulation, though the coffee lacks the freshness, tea-like clarity, and engaging complexity previously observed. Overall impression is competent and pleasant but ultimately unmemorable and “safe,” leading to a boring classification despite acceptable balance.",7.00,,2026-05-10,Phase 1,46.00%,14.60%,30–50%,30–50%,"""MH Bag 3 May 10, 2026
""",Center,Center,3,3,100.0%,71%,Match,1,Slow,Normal,6 / 7.8 / 10,22 / 25.9 / 30,-3,-3,Adjust — Grind finer,76.3%,Good,,Watch,Mid,,2,"Watch — if grinder output drops, add +0.1 sec",Grind finer,,,Outside,17.9,0.7,0.0,Normal,30–50% → Stable,Stable,-0.7,,2.7
2026-05-13 11:30am,3,,2.50,,8.1,17.6,18.2,18.0,0.2,0.6,0.2,-18.2,,,Under → Top-Up,0.6,-0,94,6,21,18,32.9,1.83,,6.50,5.50,1.00,5.90,checked,,,,,Good,,Good,,,0,1,"Chocolate-forward espresso with mild caramel sweetness and generally balanced structure, though overall presentation feels muted and emotionally unengaging. Coffee is technically competent and easy to drink but lacks freshness, articulation, and dynamic complexity compared to stronger Guatemala shots earlier in the bag. Acidity and citrus characteristics are subdued, resulting in a flatter and safer profile with limited evolution across the palate. Finish remains relatively clean with minimal tannin accumulation, but the shot ultimately feels unmemorable and “boring” despite acceptable balance.",6.50,,2026-05-10,Phase 1,39.77%,14.60%,30–50%,30–50%,"""MH Bag 3 May 10, 2026
""",Center,Outside,1,3,33.0%,21%,Mismatch,3,Slow,Fast,6 / 7.8 / 10,22 / 25.9 / 30,-8,-8,Adjust — Grind finer,45.4%,Outside,,Drifting,Mid,Check Other Factors,5,Review manually,Grind finer,,,Outside,17.9,-0.4,0.0,Normal,30–50% → Stable,Stable,0.4,Consider 0.2 sec top-up,1.6
